custom_id,hit_id,row_id,source,Title,hit_text,context_idx,count_hits,count_unique_entities,context_window
media-frame-b9e54abb9dc7e21f,b9e54abb9dc7e21f,370,Antispiegel,Hysterie in Kiew und Brüssel,Bild,1,1,1,"Es werden Sicherheitsgarantien für die Ukraine werden erwähnt, doch europäische, insbesondere deutsche Medien reagieren hysterisch. Die Bild-Zeitung titelte schlicht: „Ein Desaster für Europa“. In dem Artikel heißt es: „Der US-Friedensplan für die Ukraine sieht aus, als wäre er von Putin persönlich entworfen worden."
media-frame-001181abe30ea157,001181abe30ea157,371,Antispiegel,Das einzige Ziel der Europäer ist die Sabotage von Trumps Friedensplan,Politico,1,1,1,"Und natürlich keine Entscheidungen ohne Europa. Politico schrieb: „Es gibt eine Gruppe im Weißen Haus, die die Europäer als Zerstörer des Friedensprozesses betrachtet.“ Der ungarische Ministerpräsident Viktor Orbán sagte: „Der amerikanische Präsident ist für Frieden. Die Europäer aber nicht."
media-frame-ef98ba108c9ccffd,ef98ba108c9ccffd,372,Antispiegel,Wie tief sind führende Vertreter des Westens in den ukrainischen Korruptionsskandal verwickelt?,Qualitätsmedien,1,1,1,"Von all dem erfährt man in deutschen Medien natürlich kein Wort. In den deutschen „Qualitätsmedien“ werden keine kritischen Fragen gestellt, obwohl wir hier sehen, dass es eine ganze Menge Fragen gibt, die man stellen könnte. Mehr noch: Ich habe in den letzten Tagen und Wochen bei vertraulichen Gesprächen, die ich während meiner Reisen im November mit diversen Leuten geführt habe, einige Informationen darüber bekommen, dass deutsche und europäische Politiker von den Vorgängen in der Ukraine offenbar finanziell profitiert haben."
media-frame-06b710786ef0dfd4,06b710786ef0dfd4,373,Antispiegel,Zwei Tage Geburtstagpause auf dem Anti-Spiegel,Spiegel,1,2,1,"Zwei Tage Geburtstagpause auf dem Anti-Spiegel. Ich habe schon geschrieben, dass es auf dem Anti-Spiegel diese Woche ruhiger wird als gewohnt, weil ich erstens auf Reisen in Südrussland bin und weil ich zweitens heute Geburtstag habe und den Geburtstag mit Freunden im Kaukasus feiern werde. Eigentlich wollte ich heute tagsüber noch einige Artikel schreiben, aber meine Freunde haben ein Veto eingelegt, weil sie bereits ab Mittags Programm zusammengestellt haben."
media-frame-a9d01ecd37771803,a9d01ecd37771803,373,Antispiegel,Zwei Tage Geburtstagpause auf dem Anti-Spiegel,Spiegel,2,1,1,Am Donnerstag ist Rückreisetag und nach meiner Ankunft zu Hause werden wir mit Robert Stein noch Tacheles aufnehmen. Daher wird es hier auf dem Anti-Spiegel wohl erst Freitagnachmittag im gewohnten Rhythmus weitergehen.
media-frame-2fa89d9fb44d40a8,2fa89d9fb44d40a8,374,Antispiegel,Wie deutsche Medien Korruption in der Merz-Regierung decken,Spiegel,1,15,1,"Da Weimers Firma den Ludwig-Erhard-Gipfel seit 2014 abhält, ist das offensichtlich ein erprobtes Format für den diskreten Kontakt von Lobbyisten mit Spitzenpolitikern vor allem von CDU/CSU. Die Nicht-Reaktion des Spiegel Der Spiegel hat zwei Tage nach der Veröffentlichung von Apollo News unter der Überschrift „Geld für Nähe zu Ministern? – Das wird Kulturstaatsminister Wolfram Weimer vorgeworfen“ darüber berichtet. Der Artikel war ausgesprochen zurückhaltend formuliert und der Spiegel zitierte die Ausreden der Weimer Group unkritisch: „Es sei falsch, dass die Weimer Media Group Unternehmern für bis zu 80.000 Euro Treffen mit oder Einfluss auf politische Entscheidungsträger angeboten habe, antwortet ein Sprecher der WMG. »Ob und wie Gäste und Speaker miteinander ins Gespräch gehen, liegt in deren Ermessen. Anderweitige Unterstellungen weisen wir zurück.«“ Das lässt der Spiegel unkommentiert stehen, obwohl in den von Apollo News veröffentlichten Verkaufsunterlagen unter der Überschrift „IHRE TOP-ASSETS“ unzweideutig geschrieben steht: „Einfluss auf die politischen Entscheidungsträger“ Das weiß die Weimer Group natürlich, weshalb sie sich damit rausredet, es liege im “Ermessen” der Teilnehmer, ob und wie sie miteinander sprechen. Aber Fakt ist, dass die Weiner Group das Treffen organisiert, dabei mit „Einfluss auf die politischen Entscheidungsträger“ wirbt und für 80.000 Euro Schmiergeld (sorry, es muss natürlich „Eintrittsgeld“ heißen) eine „Besprechungs-Lounge für vertrauliche Gespräche“ zur Verfügung stellt. Aber der Spiegel lässt die Ausrede der Weimer Group so stehen, ohne darauf hinzuweisen, dass sie nicht haltbar ist. Immerhin schreibt der Spiegel gegen Ende des Artikels noch: „Weimer will suggerieren, er habe mit der Organisation und Durchführung des Gipfels nichts mehr zu tun. Formal mag das stimmen, aber dass er mit seiner Frau Christiane Goetz-Weimer kein Wort über den Gipfel oder die Gäste redet, widerspricht dem gesunden Menschenverstand. Eine solche kommunikative Brandmauer ist in einer Ehe kaum vorstellbar. Insofern ist der Vorwurf des Interessenkonflikts nicht ausgeräumt.“ Eine Krähe hackt der anderen kein Auge aus Dass der Spiegel kein kritisches Nachrichtenmagazin, sondern ein Sprachrohr der Regierung ist – übrigens egal, ob Merkel, Scholz oder Merz Kanzler waren -, ist schon lange offensichtlich. Jeden dieser Kanzler hat der Spiegel brav medial unterstützt und erst nach einem Amtswechsel auch mal ernsthaft kritische Worte gefunden. Merkel beispielsweise kritisiert der Spiegel in letzter Zeit in einer Art und Weise, die zu ihrer Amtszeit schlicht undenkbar gewesen ist. Und auch über Scholz und seine Chaostruppe der Spiegel Loblieder gesungen, was sich erst änderte, als klar war, dass die Scholz-Regierung auseinanderfliegt. Bei Merz ist es nicht anders, der Spiegel hält ihm brav die Stange. In einem zweiten Artikel hat der Spiegel am 24. November unter der Überschrift „Verdacht gegen Kulturstaatsminister – Bundeskanzler Merz hält Vorwürfe gegen Weimer für unberechtigt“ alles runtergespielt und kurzerhand Friedrich Merz zitiert: „Auf die Frage, ob er ein Problem mit der Veranstaltung habe, sagte der Kanzler: »Da wird nichts verkauft. Das ist eine Veranstaltung, wie übrigens zahlreiche andere Medienverlage sie im gleichen Format regelmäßig machen. Und deswegen ist das völlig klar: Wolfram Weimer ist kein Geschäftsführer mehr, hat jetzt auch seine Anteile an der Firma komplett abgegeben, was er nicht hätte tun müssen.« Das sähen die Verhaltensregeln für Mitglieder der Bundesregierung nicht vor, und Weimer habe es dennoch getan. »Damit gehe ich davon aus, dass alle Vorwürfe ausgehoben sind«, sagte Merz, der selbst schon zu den Gästen der Veranstaltung gehörte.“ Da hätte der Spiegel ja darauf hinweisen können, dass Weimer seine Anteile zwar angeblich einem Treuhänder übergeben hat, was bedeutet, dass Weimer erstens weiterhin die Gewinne daraus zustehen, und dass der Treuhänder zweitens natürlich nach den Vorgaben des Treuhandgebers handelt. Und dass da ja drittens außerdem auch noch Weimers Frau ist, die den Gipfel offenbar organisiert. Aber das erfährt man in dem kurzen Artikel nicht, da erfährt man nur, dass Merz das alles für nicht schlimm hält, weil „zahlreiche andere Medienverlage“ das gleiche täten. Da der Spiegel auch ein Medienverlag ist, fragt der Spiegel an dieser Stelle nicht nach, ob das bedeutet, dass solche Korruption in Deutschland vollkommen normal ist. Eine Krähe hackt der anderen bekanntlich kein Auge aus."
media-frame-54b8126e1bd42fc7,54b8126e1bd42fc7,375,Antispiegel,Wie stehen die Chancen für Trumps Friedensplan?,Reuters,1,1,1,"November veröffentlicht und danach auch eine Analyse geschrieben, in der ich erklärt habe, was die Punkte bedeuten und was für welche Seite warum akzeptabel ist. Großbritannien, Frankreich und Deutschland haben ausgehend von Trumps 28 Punkten dann einen eigenen Plan erarbeitet, den Reuters veröffentlicht hat. Schauen wir uns also die wichtigsten Unterschiede zwischen den beiden Plänen an."
media-frame-7af6005233c73e97,7af6005233c73e97,375,Antispiegel,Wie stehen die Chancen für Trumps Friedensplan?,Reuters,2,2,1,"Trump scheint das verstanden zu haben, denn in seinem Friedensplan heißt es in Punkt 3 eindeutig: „Die Nato soll sich nicht weiter ausdehnen, und Russland soll sich verpflichten, die Nato nicht anzugreifen.“ Das sehen Die Europäer anders, weshalb es nicht übertrieben ist, dass sie den Krieg de facto fortsetzen wollen, da sie den wichtigsten Grund für die Eskalation nicht angehen wollen. In deren Plan wurde dieser Punkt gestrichen und Reuters schrieb dazu: „Punkt 3 des US-Plans wird gestrichen. In einem Reuters vorliegenden Entwurf dieses Plans hieß es: ‚Es wird erwartet, dass Russland nicht in seine Nachbarländer einmarschiert und die NATO nicht weiter expandiert.'“ Außerdem heißt es in Trumps Plan zu dem Thema in Punkt 7 noch: „Die Ukraine schreibt in ihrer Verfassung fest, dass sie der Nato nicht beitreten wird. Ebenso verankert die Nato in ihren Statuten, dass die Ukraine auch in Zukunft kein Mitglied wird.“ Davon wollen die Europäer nichts wissen und schreiben in ihren Gegenentwurf daher: „Der Beitritt der Ukraine zur NATO hängt vom Konsens der NATO-Mitglieder ab, der derzeit nicht besteht.“ Wenn die Europäer sich beim Thema NATO-Beitritt der Ukraine durchsetzen, dürfte Trumps Friedensplan tot sein."
media-frame-00218cb780111d7a,00218cb780111d7a,377,Antispiegel,Auf welchen Illusionen die EU ihre Russland-Politik aufbaut,Spiegel,1,4,1,"Daher kamen und kommen all die Fehleinschätzungen über Russland, die man im Westen ständig liest und hört. Ein Beispiel aus der Praxis Das kann man an einem aktuellen Spiegel-Leitartikel mit der Überschrift „Krieg in der Ukraine – Trump ist Wachs in Putins Händen“ sehr anschaulich sehen. Der Artikel wurde von Rene Pfister geschrieben, einem Spiegel-Schreiberling, der sechs Jahre Spiegel-Korrespondent in Washington war nun Spiegel-Korrespondent in Paris ist. Pfister ist mir immer wieder durch ausgesprochen merkwürdige Artikel aufgefallen, ein Beispiel finden Sie hier."
media-frame-d77253ac59e6352f,d77253ac59e6352f,377,Antispiegel,Auf welchen Illusionen die EU ihre Russland-Politik aufbaut,Handelsblatt,2,1,1,"Sanktionspaket. Gerade heute hat EU-Ratspräsident Costa im Handelsblatt ganz stolz erzählt, der „Friedensplan“ der EU bestünde aus Unterstützung für Kiew und Sanktionen gegen Russland, und die Sanktionen würden funktionieren. Und EU-Chefdiplomatin Kallas sagte vor einigen Tagen, der „einzige Plan“ der EU sei die Schwächung Russlands und die Unterstützung der Ukraine."
media-frame-59d3d88fe39b4c13,59d3d88fe39b4c13,377,Antispiegel,Auf welchen Illusionen die EU ihre Russland-Politik aufbaut,Spiegel,3,1,1,"Laut der Weltbank ist Russland nach dem BIP in PPP zur viertgrößten Volkswirtschaft der Welt aufgestiegen. Die westlichen Medien, Pfister und sein Spiegel-Artikel sind dafür nur ein weiteres Beispiel, ziehen für ihre Vergleiche jedoch das nominale BIP heran, bei dem die höheren Preise im Westen vorgaukeln, die Wirtschaft der westlichen Staaten sei viel größer als beispielsweise die russische Wirtschaft, dabei sind nur die Preise im Westen höher als in Russland."
media-frame-7995f1ef8d691f49,7995f1ef8d691f49,381,Antispiegel,Mit welchen Märchen der Spiegel die Kriegshysterie in Deutschland schürt,Spiegel,1,5,1,"Mit welchen Märchen der Spiegel die Kriegshysterie in Deutschland schürt. Im Spiegel häufen sich in den letzten Tagen Artikel, die die Kriegshysterie gegen Russland anheizen sollen. Am 27. November trug ein langer Spiegel-Artikel die Überschrift „Russlands unerklärter Krieg – Angriffsziel Deutschland“ und er begann mit folgender Einleitung: „Drohnenüberflüge, Sabotageaktionen, Ausspähen von Rüstungstransporten: Russland führt in Deutschland einen Schattenkrieg. Lange schlief die Politik, nun steuert die Regierung hektisch gegen. Ein SPIEGEL-Report.“ Propaganda nach Lehrbuch Am 28. November folgte ein ebenfalls langer Artikel mit der Überschrift „Erstes Lagebild zu Sabotage und Einflussnahme – Sicherheitsbehörden sehen Deutschland im Zentrum verdeckter russischer Operationen“, der in etwa den gleichen Inhalt hatte, wie der Artikel vom Tag zuvor. Der Spiegel bedient sich hier der bewährten Propaganda-Technik, eine Behauptung so lange und so oft zu wiederholen, bis die Leser sie für wahr halten. Da der zweite Artikel sich auf ein angebliches Dokument der Bundesregierung beruft, wollen wir uns den genauer anschauen."
media-frame-571fb4615774cca6,571fb4615774cca6,381,Antispiegel,Mit welchen Märchen der Spiegel die Kriegshysterie in Deutschland schürt,Spiegel,2,17,1,"Jetzt liegt die Analyse zu »hybriden Bedrohungen« vor. Der SPIEGEL hat das vertrauliche Papier ausgewertet.“ Wir halten fest: Das Papier ist angeblich vertraulich, also de facto geheim nicht zur Veröffentlichung bestimmt. Trotzdem hat der Spiegel das Papier bekommen und berichtet ausführlich darüber. Da es danach keinen Skandal und keine strafrechtlichen Ermittlungen geben wird, weil irgendein Beamter dem Spiegel geheime Regierungsdokumente übergeben hat, ist klar, dass es sich hierbei nicht um ein ernst gemeintes Dokument der der deutschen Regierung oder Sicherheitsdienste handelt, sondern um reine Propaganda, von der die Bundesregierung will, dass sie veröffentlicht wird. Und der Spiegel ist – wie üblich – das brave Sprachrohr der Bundesregierung und der westlichen Geheimdienste, der diesen Job übernimmt. Dass es sich dabei um eine koordinierte Propaganda-Aktion handelt, sieht man auch daran, dass dieser Artikel praktisch die gleichen Behauptungen wiederholt, wie der andere Spiegel-Artikel vom Vortag. Das zeigt, dass die Bundesregierung Kriegshysterie schüren will und dass deutsche Medien wie der Spiegel sich bereitwillig für diese Kriegspropaganda einspannen lassen. Mit Journalismus hat das per Definition rein gar nichts zu tun, aber das kennt man vom Spiegel ja schon. Schauen wir uns einmal an, mit welchen Behauptungen die Kriegshysterie dieses Mal geschürt werden soll, denn der Spiegel listet in seinem Artikel fünf Kategorien von angeblichen Bedrohungen auf, die nicht genannte „Analysten“ zusammengestellt haben sollen, und liefert für jede Kategorie Beispiele. Gehen wir das mal durch, wobei ich die Zwischenüberschriften des Spiegel übernehme. „Informationsoperationen“ Als erstes Beispiel für „Informationsoperationen“ nennt der Spiegel: „Von russischen Akteuren verbreitete, gefälschte Videos im Bundeswahlkampf 2025“ Dazu gibt der Spiegel keinen Link an, weshalb nicht klar ist, von welchen Videos der Spiegel spricht und warum irgendwelche „Analysten“ der Meinung sein sollen, diese Videos seien von Russland verbreitet worden. Es ist eine unbelegte Behauptung, mehr nicht. Aber für Spiegel-Leser, die die von Medien und Regierung geschürte Russland-Panik glauben, klingt das wohl überzeugend. Als zweites Beispiel für „Informationsoperationen“ nennt der Spiegel: „Sogenannte Prank-Calls russischer, den Behörden nahestehender Comedians. Politikerinnen und Politiker sollen in aufgezeichneten Telefon- oder Videogesprächen zu missverständlichen Äußerungen verleitet werden“ Das ist schon interessanter, denn Anti-Spiegel-Lesern sind die russischen Prankster wohl bekannt, während Spiegel-Leser von den beiden wohl noch nichts gehört haben. Bei den Prankstern handelt es sich im zwei Russen, die sich darauf spezialisiert haben, berühmte Personen unter falschem Namen anzurufen. Allerdings verleiten sie ihre Gesprächspartner nicht zu „missverständlichen Äußerungen“, wie der Spiegel behauptet. Stattdessen zeigen sie, wie westliche Politiker reden, wenn sie meinen unter sich zu sein."
media-frame-f57a0cbbbae6b292,f57a0cbbbae6b292,381,Antispiegel,Mit welchen Märchen der Spiegel die Kriegshysterie in Deutschland schürt,Spiegel,3,2,1,"(…) Wurde es zu 100 Prozent perfekt umgesetzt? Nein, natürlich nicht.“ Was genau waren daran „missverständlichen Äußerungen“, wie der Spiegel es formuliert? Es waren Äußerungen, die dem Westen unangenehm sind, aber „missverständlich“ war daran rein gar nichts. Im Gegenteil. Aber natürlich erzählt der Spiegel seinen Lesern nicht, worum es wirklich geht. Ich kenne die beiden Prankster, war bereits mehrmals Gast in ihrer Fernsehsendung und habe sie auch mal interviewt, das Interview finden Sie bei Interesse hier."
media-frame-3d82c4d7f64b97ec,3d82c4d7f64b97ec,381,Antispiegel,Mit welchen Märchen der Spiegel die Kriegshysterie in Deutschland schürt,Spiegel,4,1,1,"Vor einem Jahr im November haben die Prankster Johann Wadephul angerufen, der damals noch nicht Außenminister war, und behauptet, sie wären Andrej Jermak, das ist der seit Freitag ehemalige Büroleiter von Selensky, weil er am Freitag wegen seiner Beteiligung am ukrainischen Korruptionsskandal zurücktreten musste. Wadephul fand das sicher nicht lustig, denn als das veröffentlicht wurde, sah Wadephul gar nicht gut aus, wie Sie hier nachlesen und in dieser Sendung von Anti-Spiegel-TV im Interview mit den Prankstern erfahren können. Und bei Interesse finden Sie hier den Link zur Übersetzung der russischen Fernsehsendung, in der das Telefonat mit Wadephul besprochen wurde und in der auch ich zu Gast war."
media-frame-dbf04d4ae02df05e,dbf04d4ae02df05e,381,Antispiegel,Mit welchen Märchen der Spiegel die Kriegshysterie in Deutschland schürt,Spiegel,5,2,1,"November sogar eine offizielle Warnung vor deren Anrufen herausgegeben hat. „Politische Einflussnahme“ Als Beispiel für „politische Einflussnahme“ schreibt der Spiegel: „Das Propagandanetzwerk Voice of Europe, durch das russlandfreundliche Politiker im Europäischen Parlament mutmaßlich auch finanziell gefördert wurden“ Man beachte das Wort „mutmaßlich“. Im Klartext bedeutet das, dass nichts bewiesen ist, aber um Voice of Europe wurde in der EU ein Riesenhype veranstaltet und deren Internetplattform wurde in der EU gesperrt. Als weiteres Beispiel für „politische Einflussnahme“ nennt der Spiegel: „Instrumentalisierung islamistischer und anderer Anschläge in Deutschland, etwa 2024 auf dem Magdeburger Weihnachtsmarkt. Russische Kanäle diskreditierten die Bundesregierung und priesen die AfD als positive Alternative."
media-frame-46a1053bc82a555f,46a1053bc82a555f,381,Antispiegel,Mit welchen Märchen der Spiegel die Kriegshysterie in Deutschland schürt,Spiegel | Süddeutsche Zeitung | NDR | WDR,6,7,4,"Aber auch daran ist nun anscheinend Russland Schuld. Behauptet zumindest der Spiegel. „Kinetische Operationen“ Als erstes Beispiel für „kinetische Operationen“ nennt der Spiegel: „Postsendungen mit Brandsätzen, die »Low-Level-Agenten« Moskaus im Juli 2024 in Europa verschickten. Eines der Pakete ging bei einer Zwischenlandung in Leipzig in Flammen auf.“ Man beachte auch hier, dass der Spiegel etwas als Tatsache darstellt, was nicht einmal ansatzweise erwiesen ist, aber deutsche Medien greifen das Thema trotzdem immer wieder auf. Ich habe dazu im April einen langen Artikel geschrieben, in dem ich die Vorwürfe durchgegangen bin, weil damals die Süddeutsche Zeitung, der NDR und der WDR das Thema gehpyt haben. Seitdem hat sich nichts Neues ergeben. Es gibt keine handfesten Belege, die auch nur auf eine Spur nach Russland hindeuten, aber die deutschen Medien greifen die Vorfälle trotzdem regelmäßig auf. Als zweites Beispiel für „kinetische Operationen“ nennt der Spiegel: „Mutmaßliche Anschlagspläne russischer Dienste auf den Vorstandsvorsitzenden der Rüstungsfirma Rheinmetall“ Und wieder das schöne Wort „mutmaßlich“, welches bedeutet, dass man nichts weiß, aber Russland pauschal beschuldigt. In Russland wurde die deutsche Meldung, russische Geheimdienste hätten angeblich einen Mordanschlag auf den Chef von Rheinmetall geplant, mit Gelächter aufgenommen, denn was genau soll so ein Mordanschlag denn bringen?"
media-frame-1f11ab58be092305,1f11ab58be092305,381,Antispiegel,Mit welchen Märchen der Spiegel die Kriegshysterie in Deutschland schürt,Spiegel,7,9,1,"Die angeblichen Anschlagspläne Russlands, für die deutsche Geheimdienste keinerlei Belege vorgelegt haben, sind nur eine weitere Räuberpistole aus der Mottenkiste der westlichen Propaganda. Besonders amüsant ist das dritte Beispiel für „kinetische Operationen“ des Spiegel: „Beschädigungen von Hunderten Auspuffrohren durch Bauschaum im Dezember 2024. Die Täter hinterließen an den Autos Aufkleber mit dem Bild des Grünen-Vizekanzlers Robert Habeck. Ziel: Stimmungsmache im Bundestagswahlkampf“ Der russische Geheimdienst hat also nichts Besseres zu tun, als ein paar Auspuffrohre von PKW zu verkleben und dabei Bilder von Habeck zu hinterlassen? Die Geschichte war nicht nur strohdumm als sie aufkam, sondern der Spiegel war sich später auch nicht zu schade, zu dem Thema eine „Recherche“ durchzuführen, die der Spiegel seinen Lesern als Beleg für die russischen Untaten präsentiert hat. Der einzige Schönheitsfehler daran war, dass das keine Recherche, sondern ein Fantasieprodukt der Spiegel-Redakteure gewesen ist, denn an dem Tag, als der Spiegel seine „Recherche“ veröffentlicht hat, hat das Bundesinnenministerium erklärt, es habe keinerlei Hinweise auf eine russische Täterschaft, wie Sie hier nachlesen können. Daran hat sich bis heute nichts geändert, aber das hindert den Spiegel-Schreiberling nicht daran, diese von der Spiegel-Redaktion frei erfundene Räuberpistole wieder aufzuwärmen. „Cyberoperationen“ Als erstes Beispiel für „Cyberoperationen“ nennt der Spiegel: „Sogenannte Hack-&-Leak-Operationen. Dabei werden durch Cyberangriffe erbeutete Informationen zur Verunglimpfung veröffentlicht, wie in Wahlkämpfen in den USA (2016) und Frankreich (2017).“ Auch hier lügt der Spiegel. Was in Frankreich 2017 gewesen sein soll, weiß ich nicht, aber 2016 im US-Wahlkampf gab es keinen russischen Hack."
media-frame-52269b2e4b44e7c3,52269b2e4b44e7c3,381,Antispiegel,Mit welchen Märchen der Spiegel die Kriegshysterie in Deutschland schürt,Spiegel,8,7,1,"Die Details dazu können Sie mit allen Quellenangaben in meinem Buch „Das Ukraine-Kartell“ nachlesen. Aber das hindert Medien wie den Spiegel nicht daran, diese Lüge auch weiterhin zu verbreiten. Als zweites Beispiel für „Cyberoperationen“ nennt der Spiegel: „DDOS-Attacken gegen westliche Institutionen, bei denen Websites kurzzeitig lahmgelegt werden“ Kann der Spiegel-Heini, der diesen Artikel geschrieben hat, mir auch nur eine einzige DDOS-Attacke nennen, die Russland durchgeführt hat? Nein? Aber ich kann DDOS-Attacken nennen, die deutsche Behörden offensichtlich durchführen, denn just seit dem Tag, an dem die EU mich auf ihre Sanktionsliste gesetzt hat, wird der Anti-Spiegel praktisch ununterbrochen mit schweren DDOS-Attacken angegriffen, die meine IT-Leute allerdings mit der Zeit in den Griff bekommen haben. Aber die Attacken gehen nun seit einem halben Jahr ununterbrochen weiter, was ganz sicher nicht das Werk einiger Aktivisten ist, sondern klar für eine staatliche Stelle spricht, die das Budget hat, Leute dafür zu bezahlen, den Anti-Spiegel rund um die Uhr anzugreifen. „Sonstige Formen der Einflussnahme“ Geradezu lustig ist, was der Spiegel unter „Sonstiges“ schreibt: „Instrumentalisierung und Steuerung von Flüchtlingsströmen, wie zum Beispiel 2021 an der Ostgrenze der EU“ Es war doch Frau Merkel, die unter dem Applaus deutscher Medien wie dem Spiegel 2015 die Flüchtlingsströme nach Deutschland gelenkt hat, indem die Bundesregierung auf Arabisch und anderen Sprachen verkünden ließ, Flüchtlinge seien in Deutschland willkommen. Was da 2021 an der Ostgrenze der EU passiert ist, war im Vergleich dazu nicht einmal erwähnenswert, denn es ging dabei nicht um Millionen von Flüchtlingen, wie bei Merkels „Wir schaffen das“, sondern nur um einige tausend."
media-frame-32f3b6a24082986a,32f3b6a24082986a,381,Antispiegel,Mit welchen Märchen der Spiegel die Kriegshysterie in Deutschland schürt,Spiegel,9,3,1,"Da die EU ihren Teil des Abkommens nicht mehr umsetzen wollte, tat Weißrussland das gleiche und behinderte die Flüchtlinge nicht mehr auf ihrem Weg in die EU, denn warum sollte Weißrussland sich einseitig an ein Abkommen halten, an das die EU sich nicht mehr halten wollte? Daraus macht der Spiegel allen Ernstes den Vorwurf, Russland instrumentalisiere und steuere Flüchtlingsströme in die EU. Dabei hatte Russland damit noch nicht einmal etwas zu tun, denn es ging ja um Weißrussland, nicht um Russland. Kriegspropaganda anstatt Journalismus Wir sehen, dass an all den Vorwürfen, die der Spiegel hier unter Berufung auf ein angeblich vertrauliches Papier der Bundesregierung aufzählt, nichts dran ist. Es sind teilweise frei erfundene Geschichten, längst widerlegte Vorwürfe oder Behauptungen, für die es keinen einzigen Beleg gibt. Nichts von all dem ist handfest. Das hindert den Spiegel aber nicht daran, diese Lügen als Tatsachen darzustellen und zu verbreiten. Was ist das anderes als Kriegspropaganda per Definition?"
media-frame-5a0d6304c93867f8,5a0d6304c93867f8,382,Antispiegel,Das russische Fernsehen über die Lügen der Europäer,Spiegel,1,1,1,"Das russische Fernsehen über die Lügen der Europäer. Dass die europäischen Politiker ihre Politik nur mit Lügen verkaufen können, ist für Leser des Anti-Spiegel nichts Neues. Und auch für die Menschen in Russland nicht."
media-frame-f0571f88b84d44ae,f0571f88b84d44ae,388,Antispiegel,"„Wenn Europa einen Krieg beginnt, könnte es niemanden mehr geben, mit dem wir verhandeln können“",Spiegel,1,8,1,"Am Dienstag hat der russische Präsident Putin zum ersten Mal eine sehr deutliche Warnung an die europäischen Staaten geschickt. Ich habe Putins Erklärungen übersetzt, will aber zunächst zeigen, wie der Spiegel darüber berichtet und was er seinen Lesern dabei verschwiegen hat, danach folgt die Übersetzung und anschließend werde ich noch einige kurze Gedanken dazu anfügen. Der Spiegel mal wieder Der Spiegel erzählt uns seit fast vier Jahren praktisch jeden Tag, Russland – und natürlich Putin persönlich – würden Europa mit Krieg drohen, obwohl es solche Kriegsdrohungen aus Russland nie gegeben hat. Und um die Stimmung weiter anzuheizen, behauptet der Spiegel, ein russischer Angriff stehe unmittelbar – oder auch erst 2029 – bevor und überhaupt führe Russland ja bereits einen “hybriden Krieg” gegen Europa, obwohl kein einziger der genannten Vorwürfe gegen Russland belegt oder bestätigt ist. Das ist lustig, denn wenn der russische Präsident Putin – wie am Dienstag geschehen – tatsächlich mal eine deutliche Kriegswarnung an Europa richtet, dann verschweigt der Spiegel die Hälfte. Unter der Überschrift „Krieg in der Ukraine – Putin wirft Europa Blockade der Friedensverhandlungen vor“ berichtet der Spiegel über einen kurzen Auftritt von Putin vor der Presse. In dem Artikel bezeichnet der Spiegel Trumps Friedensplan für die Ukraine als „russische Wunschliste“ und erklärt seinen Lesern, dass die Europäer den Plan mit den USA nachverhandelt hätten und dass Russland das Ergebnis als „überhaupt nicht konstruktiv“ zurückweise. Danach schreibt der Spiegel: „Und um die russische Unzufriedenheit damit, dass es die eigene mutmaßliche Wunschliste nicht geschafft hat, zum Ausdruck zu bringen, drohte Putin am Dienstag offen gegen den Westen. Russland sei bereit, die Europäer an den Verhandlungen zu beteiligen."
media-frame-c163d2b2ac64358b,c163d2b2ac64358b,388,Antispiegel,"„Wenn Europa einen Krieg beginnt, könnte es niemanden mehr geben, mit dem wir verhandeln können“",Spiegel,2,2,1,"Aber wenn Europa wiederum kämpfen will und anfängt, dann sind wir dazu sofort bereit«, sagte er. Europa habe sich in dem Krieg auf die Seite der Ukraine geschlagen, die engen Kontakte zu Russland abgebrochen und sich so selbst vom Verhandlungstisch entfernt, sagte Putin weiter.“ Das ist alles, was Spiegel-Leser über Putins Erklärung erfahren. Schauen wir uns also an, was Putin wirklich gesagt hat und ob der Spiegel seine Leser umfassend informiert hat. Was Putin wirklich gesagt hat Bei einem kurzen Pressetermin wurden Putin unter anderem zwei Fragen zur Ukraine und zur Position der Europäer gestellt."
media-frame-cd3f4357bc100ca4,cd3f4357bc100ca4,388,Antispiegel,"„Wenn Europa einen Krieg beginnt, könnte es niemanden mehr geben, mit dem wir verhandeln können“",Das Erste,3,1,1,"Sie haben damals Wunsch und Realität verwechselt, aber sie können und wollen sich das nicht eingestehen. Sie haben sich selbst aus diesem Prozess zurückgezogen, das ist das Erste. Zweitens: Da ihnen das aktuelle Ergebnis nicht gefällt, behindern sie die Bemühungen der US-Regierung und von Präsident Trump um Frieden durch Verhandlungen."
